trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	55.3  	1   	7  +  9   	---     	1.851	1.562	1   	even    	even    
2   	57.3  	2   	9  +  8   	---     	1.851	0.913	1   	odd     	odd     
3   	59.3  	3   	9  +  3   	---     	1.851	1.025	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	77.2  	1   	9  +  5   	---     	1.85	1.123	1   	even    	even    
2   	79.2  	1   	9  +  5 (repeat 1)	---     	1.85	0.62	1   	even    	even    
3   	81.2  	2   	7  +  9   	---     	1.85	1.171	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	99.2  	1   	9  +  4   	---     	1.851	1.124	1   	odd     	odd     
2   	101.2 	2   	9  +  7   	---     	1.85	1.211	1   	even    	even    
3   	103.2 	3   	3  +  9   	---     	1.851	0.98	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	121.2 	1   	7  +  6   	---     	1.851	1.212	1   	odd     	odd     
2   	123.2 	2   	5  +  6   	---     	1.85	0.947	1   	odd     	odd     
3   	125.3 	3   	8  +  4   	---     	1.85	0.731	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	143.2 	1   	6  +  7   	---     	1.85	1.124	1   	odd     	odd     
2   	145.2 	2   	4  +  8   	---     	1.85	0.692	1   	even    	even    
3   	147.2 	3   	9  +  3   	---     	1.85	0.94	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	165.2 	1   	7  +  5   	---     	1.85	1.589	1   	even    	even    
2   	167.2 	2   	7  +  7   	---     	1.851	1.589	1   	even    	even    
3   	169.2 	3   	9  +  4   	---     	1.851	0.949	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	187.2 	1   	4  +  9   	---     	1.85	1.5 	1   	odd     	odd     
2   	189.2 	2   	9  +  7   	---     	1.85	1.132	1   	even    	even    
3   	191.2 	3   	7  +  9   	---     	1.85	1.021	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	209.2 	1   	9  +  2   	---     	1.85	1.14	1   	odd     	odd     
2   	211.2 	2   	5  +  6   	---     	1.851	0.845	1   	odd     	odd     
3   	213.2 	3   	6  +  9   	---     	1.851	1.069	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	231.2 	1   	9  +  9   	---     	1.85	1.084	1   	even    	even    
2   	233.2 	2   	7  +  8   	---     	1.85	1.125	1   	odd     	odd     
3   	235.2 	3   	2  +  9   	---     	1.85	0.813	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	253.2 	1   	5  +  9   	---     	1.851	1.125	1   	even    	even    
2   	255.2 	2   	6  +  6   	---     	1.85	0.573	1   	even    	even    
3   	257.2 	3   	4  +  7   	---     	1.85	0.933	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	275.2 	1   	4  +  9   	---     	1.85	0.877	1   	odd     	odd     
2   	277.2 	2   	6  +  8   	---     	1.85	0.597	1   	even    	even    
3   	279.2 	3   	8  +  9   	---     	1.851	0.869	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	297.2 	1   	6  +  9   	---     	1.85	1.221	1   	odd     	odd     
2   	299.2 	2   	6  +  6   	---     	1.852	0.669	1   	even    	even    
3   	301.2 	3   	9  +  4   	---     	1.85	0.981	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	319.2 	1   	6  +  5   	---     	1.85	0.861	1   	odd     	odd     
2   	321.2 	2   	9  +  9   	---     	1.85	1.165	1   	even    	even    
3   	323.2 	3   	7  +  7   	---     	1.85	0.853	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	341.2 	1   	6  +  6   	---     	1.851	0.701	1   	even    	even    
2   	343.2 	2   	8  +  6   	---     	1.851	0.694	1   	even    	even    
3   	345.2 	3   	5  +  9   	---     	1.851	1.062	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	363.2 	1   	3  +  8   	---     	1.851	1.269	0   	even    	odd     
2   	365.2 	2   	5  +  8   	---     	1.853	NR  	0   	NR      	odd     
3   	367.2 	2   	5  +  8 (repeat 1)	---     	1.85	0.838	0   	even    	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	385.2 	1   	7  +  7   	---     	1.851	0.702	1   	even    	even    
2   	387.2 	2   	8  +  6   	---     	1.851	0.653	1   	even    	even    
3   	389.2 	3   	4  +  9   	---     	1.851	1.07	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	407.3 	1   	4  +  9   	---     	1.85	1.221	1   	odd     	odd     
2   	409.3 	2   	9  +  7   	---     	1.851	1.509	1   	even    	even    
3   	411.3 	3   	5  +  6   	---     	1.851	0.789	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	429.2 	1   	4  +  9   	---     	1.851	1.046	1   	odd     	odd     
2   	431.2 	2   	8  +  4   	---     	1.85	0.622	1   	even    	even    
3   	433.2 	3   	8  +  3   	---     	1.852	0.686	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	451.2 	1   	5  +  7   	---     	1.85	1.502	1   	even    	even    
2   	453.2 	2   	8  +  8   	---     	1.85	0.566	1   	even    	even    
3   	455.2 	3   	6  +  7   	---     	1.85	1.15	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	473.2 	1   	6  +  8   	---     	1.85	0.839	1   	even    	even    
2   	475.2 	2   	4  +  9   	---     	1.851	0.942	1   	odd     	odd     
3   	477.2 	3   	7  +  6   	---     	1.85	0.75	1   	odd     	odd     
